	assembly	CDStype	host_taxid	host_domain	evidence	is_inherited	bp	numcontigs	accession	numCDS	T1_M	T1_E	T1_S	T1_RM	T2_M	T2_E	T2_RM	T3_M	T3_E	T3_RM	orphanMTases	pEndo	pRM	T4	T2G	pT4	pT2G	virus_RM	virus_MTtotal	virus_lineage
5234	GCA_002627805	allframes		Bacteria	inferred_taxonomically	True	161772	1	MF288919	19137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5236	GCA_002627825	allframes		Bacteria	inferred_taxonomically	True	162449	1	MF288918	19313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5238	GCA_002627845	allframes					160705	1	MF288922	18833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5240	GCA_002627865	allframes					161807	1	MF288921	19017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5242	GCA_002627885	allframes		Bacteria	inferred_taxonomically	True	162281	1	MF288917	19412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5243	GCF_000904235	allframes	32051	Bacteria	RefSeq	False	171211	1	NC_020486	16735	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	2	dsDNA viruses, no RNA stage
5244	GCA_002627905	allframes		Bacteria	inferred_taxonomically	True	162692	1	MF288920	19419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5245	GCF_000904255	allframes	335992	Bacteria	RefSeq	False	39921	1	NC_020482	5503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5246	GCA_002627925	allframes		Bacteria	inferred_taxonomically	True	44597	1	MF375456	1799	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5247	GCF_000904275	allframes	1189615	Bacteria	RefSeq	False	49259	1	NC_020478	4997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5249	GCF_000904295	allframes	272942	Bacteria	RefSeq	False	40489	1	NC_020489	1414	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5250	GCA_002627965	allframes		Bacteria	inferred_taxonomically	True	49090	1	MF415412	3557	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5251	GCF_000904315	allframes	1114792	Eukaryota	RefSeq	False	7619	1	NC_020501	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5257	GCF_000904375	allframes	1525218	Bacteria	RefSeq	False	40929	1	NC_020858	2179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5259	GCF_000904395	allframes	728063	Bacteria	RefSeq	False	46917	1	NC_020846	4670	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5261	GCF_000904415	allframes	691	Bacteria	RefSeq	False	129155	1	NC_020863	15617	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5262	GCA_002628085	allframes		Bacteria	inferred_taxonomically	True	159631	1	MF285619	11236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5263	GCF_000904435	allframes	1905321	Bacteria	RefSeq	False	40695	1	NC_020844	2458	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5265	GCF_000904455	allframes	32051	Bacteria	RefSeq	False	208007	1	NC_020851	23003	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	2	dsDNA viruses, no RNA stage
5267	GCF_000904475	allframes	223926	Bacteria	RefSeq	False	76705	1	NC_020848	8729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5268	GCA_002628145	allframes					159983	1	MF498901	18805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5269	GCF_000904495	allframes	192170	Bacteria	RefSeq	False	44557	1	NC_020860	6099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5270	GCA_002628165	allframes		Bacteria	inferred_taxonomically	True	46932	1	MF537628	2296	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5271	GCF_000904515	allframes	32051	Bacteria	RefSeq	False	45730	1	NC_020865	4270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5272	GCA_002628185	allframes		Bacteria	inferred_taxonomically	True	45423	1	MF403005	2823	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5273	GCF_000904535	allframes	1218	Bacteria	RefSeq	False	180977	1	NC_020845	20202	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	dsDNA viruses, no RNA stage
5274	GCA_002628205	allframes		Bacteria	inferred_taxonomically	True	45175	1	MF403006	2843	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5275	GCF_000904555	allframes	1219	Bacteria	RefSeq	False	46198	1	NC_020874	5445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5277	GCF_000904575	allframes	1772;246196	Bacteria	RefSeq;RefSeq	False	53028	1	NC_020876	2113	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5279	GCF_000904595	allframes	2281	Archaea	Literature	False	14847	1	NC_020882	1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5282	GCA_002628285	allframes					58059	1	MF189170	5307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5284	GCA_002628305	allframes					57401	1	MF189171	5250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5286	GCA_002628325	allframes					58059	1	MF189172	5307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5288	GCA_002628345	allframes					58208	1	MF189173	5292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5289	GCF_000904695	allframes	246196	Bacteria	RefSeq	False	41491	1	NC_021061	1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5290	GCA_002628365	allframes					58059	1	MF189174	5307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5291	GCF_000904715	allframes	29497	Bacteria	RefSeq	False	33277	1	NC_021070	3107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5292	GCA_002628385	allframes					59084	1	MF189175	5371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5294	GCA_002628405	allframes		Bacteria	inferred_taxonomically	True	46353	1	MF189179	2281	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5296	GCA_002628425	allframes					51347	1	MF189176	2468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5298	GCA_002628445	allframes					49808	1	MF189177	2181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5299	GCF_000904795	allframes	630	Bacteria	RefSeq	False	168809	1	NC_019909	21791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5300	GCA_002628465	allframes					50930	1	MF189178	2458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5301	GCF_000904815	allframes	1509	Bacteria	RefSeq	False	47595	1	NC_019924	6064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5302	GCA_002628485	allframes					56076	1	MF467948	2523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5303	GCF_000904835	allframes	1444	Bacteria	RefSeq	False	36932	1	NC_019912	4127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5304	GCA_002628505	allframes					55707	1	MF467949	2503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5305	GCF_000904855	allframes	29388	Bacteria	RefSeq	False	40917	1	NC_019915	5225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5306	GCA_002628525	allframes		Bacteria	inferred_taxonomically	True	49941	1	MF541403	1666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5307	GCF_000904875	allframes	590	Bacteria	Literature	False	159624	1	NC_019910	11551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5308	GCA_002628545	allframes		Bacteria	inferred_taxonomically	True	50066	1	MF541404	1688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5309	GCF_000904895	allframes	287	Bacteria	RefSeq	False	64144	1	NC_019935	3290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5310	GCA_002628565	allframes		Bacteria	inferred_taxonomically	True	50536	1	MF541405	1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5311	GCF_000904915	allframes	28141	Bacteria	RefSeq	False	39012	1	NC_019934	2707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5312	GCA_002628585	allframes		Bacteria	inferred_taxonomically	True	50976	1	MF541406	1695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5314	GCA_002628605	allframes		Bacteria	inferred_taxonomically	True	49908	1	MF541407	1662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5315	GCF_000904955	allframes	242383	Eukaryota		False	4899	1	NC_020065	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5316	GCA_002628625	allframes		Bacteria	inferred_taxonomically	True	50066	1	MF541408	1689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5317	GCF_000904975	allframes	9913	Eukaryota	RefSeq	False	30024	1	NC_020074	3355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5318	GCA_002628645	allframes		Bacteria	inferred_taxonomically	True	49976	1	MF541409	1690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5319	GCF_000904995	allframes	573	Bacteria	RefSeq	False	174413	1	NC_020080	16513	0	0	0	0	3	1	1	0	0	0	2	0	0	0	0	0	0	1	3	dsDNA viruses, no RNA stage
5320	GCA_002628665	allframes		Bacteria	inferred_taxonomically	True	49961	1	MF541410	1658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5321	GCF_000905015	allframes	1408	Bacteria	RefSeq	False	149844	1	NC_020081	16527	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5322	GCA_002628685	allframes		Bacteria	inferred_taxonomically	True	53366	1	MF472896	2161	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5323	GCF_000905035	allframes	616	Bacteria	RefSeq	False	157834	1	NC_020083	11153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5324	GCA_002628705	allframes		Bacteria	inferred_taxonomically	True	50283	1	MF472895	1837	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5326	GCA_002628725	allframes					47612	1	MF472894	1453	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5327	GCF_000905075	allframes	28442	Archaea	RefSeq	False	102319	1	NC_020158	4876	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5328	GCA_002628745	allframes		Bacteria	inferred_taxonomically	True	50263	1	MF472893	1952	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5329	GCF_000905095	allframes	218491	Bacteria	RefSeq	False	142349	1	NC_020201	10068	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5330	GCA_002628765	allframes		Bacteria	inferred_taxonomically	True	60311	1	MF472892	2005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5331	GCF_000905115	allframes	652611	Bacteria	Literature	False	36429	1	NC_020200	1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5332	GCA_002628785	allframes					45389	1	MF141540	1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5334	GCA_002628805	allframes					50514	1	MF141539	1939	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5336	GCA_002628825	allframes		Bacteria	inferred_taxonomically	True	29178	1	MF158036	2372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5338	GCA_002628845	allframes		Bacteria	inferred_taxonomically	True	42701	1	MF158037	3371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5339	GCF_000905195	allframes	28901	Bacteria	RefSeq	False	160221	1	NC_020416	18380	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5345	GCF_000905255	allframes	335992	Bacteria	RefSeq	False	147284	1	NC_020484	18241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5346	GCA_002628925	allframes		Bacteria	inferred_taxonomically	True	87570	1	MF158040	9820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5347	GCF_000905275	allframes	9534	Eukaryota	Literature	False	34302	1	NC_020485	2876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5348	GCA_002628945	allframes		Bacteria	inferred_taxonomically	True	88474	1	MF158041	9923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5349	GCF_000905295	allframes	1189615	Bacteria	RefSeq	False	49458	1	NC_020477	5028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5350	GCA_002628965	allframes		Bacteria	inferred_taxonomically	True	88580	1	MF158043	9944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5352	GCA_002628985	allframes		Bacteria	inferred_taxonomically	True	90270	1	MF158044	10175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5354	GCA_002629005	allframes		Bacteria	inferred_taxonomically	True	167678	1	MF158046	20333	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5356	GCA_002629025	allframes		Bacteria	inferred_taxonomically	True	148464	1	MF398190	21709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5358	GCA_002629045	allframes					235108	1	MF459646	19796	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5359	GCF_000905395	allframes	728061	Bacteria	RefSeq	False	40803	1	NC_020841	4550	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5360	GCA_002629065	allframes					235374	1	MF459647	19846	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5361	GCF_000905415	allframes	1062	Bacteria	RefSeq	False	39573	1	NC_020839	1542	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5362	GCA_002629085	allframes		Bacteria	inferred_taxonomically	True	162422	1	MF479730	14524	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5363	GCF_000905435	allframes	242159	Eukaryota	Literature, RefSeq	False	186468	1	NC_020852	16730	0	0	0	0	5	0	0	0	1	0	5	0	0	0	0	0	0	0	5	dsDNA viruses, no RNA stage
5365	GCF_000905455	allframes	59932	Bacteria	RefSeq	False	44892	1	NC_020867	4689	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5367	GCF_000905495	allframes	678	Bacteria	RefSeq	False	126434	1	NC_020843	15624	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	dsDNA viruses, no RNA stage
5368	GCA_002629145	allframes		Bacteria	inferred_taxonomically	True	43012	1	MF612071	3314	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5369	GCF_000905515	allframes	59920	Bacteria		False	47325	1	NC_020835	5796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5370	GCA_002629165	allframes					61644	1	MF612073	3391	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5371	GCF_000905535	allframes	1218	Bacteria	RefSeq	False	38834	1	NC_020857	4541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5372	GCA_002629185	allframes		Bacteria	inferred_taxonomically	True	49807	1	MF612072	3567	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5373	GCF_000905555	allframes	166322	Bacteria	RefSeq	False	182801	1	NC_020875	19871	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	dsDNA viruses, no RNA stage
5374	GCA_002629205	allframes					45428	1	MF668266	3697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5375	GCF_000905575	allframes	1639	Bacteria	RefSeq	False	133057	1	NC_020871	17038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5376	GCA_002629225	allframes					45426	1	MF668273	3703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5377	GCF_000905595	allframes	33968	Bacteria	RefSeq	False	26769	1	NC_020880	3236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5378	GCA_002629245	allframes					70362	1	MF668274	3245	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	dsDNA viruses, no RNA stage
5380	GCA_002629265	allframes					45428	1	MF668279	3697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5382	GCA_002629285	allframes					43950	1	MF668285	1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5383	GCF_000905655	allframes	636	Bacteria	Literature	False	42746	1	NC_020082	3072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5384	GCA_002629305	allframes					50774	1	MF668275	2304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5386	GCA_002629325	allframes		Bacteria	inferred_taxonomically	True	51238	1	MF668282	2021	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5387	GCF_000905695	allframes	35743	Archaea	RefSeq	False	68527	1	NC_020159	3288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5388	GCA_002629345	allframes		Bacteria	inferred_taxonomically	True	59947	1	MF668267	2073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5389	GCF_000905715	allframes	1587	Bacteria	Literature	False	36566	1	NC_019782	4600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5390	GCA_002629365	allframes		Bacteria	inferred_taxonomically	True	41903	1	MF668268	1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5391	GCF_000905735	allframes	652611	Bacteria	Literature	False	37740	1	NC_020202	1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5392	GCA_002629385	allframes		Bacteria	inferred_taxonomically	True	52719	1	MF668269	2109	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5393	GCF_000905755	allframes	573	Bacteria	RefSeq	False	48814	1	NC_020204	3845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5394	GCA_002629405	allframes		Bacteria	inferred_taxonomically	True	56418	1	MF668270	2424	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5396	GCA_002629425	allframes		Bacteria	inferred_taxonomically	True	55765	1	MF668271	2308	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	dsDNA viruses, no RNA stage
5397	GCF_000905795	allframes	90371	Bacteria	RefSeq	False	43931	1	NC_020414	4289	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5398	GCA_002629445	allframes		Bacteria	inferred_taxonomically	True	41903	1	MF668272	1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5400	GCA_002629465	allframes		Bacteria	inferred_taxonomically	True	68056	1	MF668276	2501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5401	GCF_000905835	allframes	9780;9783;9785;99490	Eukaryota	UniProt;RefSeq, UniProt;UniProt;UniProt	False	180421	1	NC_020474	17398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5402	GCA_002629485	allframes		Bacteria	inferred_taxonomically	True	75554	1	MF668277	3302	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5403	GCF_000905855	allframes	9606;202457	Eukaryota	Literature;Literature	False	36838	1	NC_020487	1910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5404	GCA_002629505	allframes		Bacteria	inferred_taxonomically	True	51294	1	MF668278	1949	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5405	GCF_000905875	allframes	335992	Bacteria	RefSeq	False	42084	1	NC_020483	5378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5406	GCA_002629525	allframes					164254	1	MF668280	6098	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5407	GCF_000905895	allframes	1189615	Bacteria	RefSeq	False	49425	1	NC_020479	5012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5408	GCA_002629545	allframes		Bacteria	inferred_taxonomically	True	57789	1	MF668281	2410	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	4	dsDNA viruses, no RNA stage
5409	GCF_000905915	allframes	1290	Bacteria	RefSeq	False	44714	1	NC_020490	5751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5410	GCA_002629565	allframes		Bacteria	inferred_taxonomically	True	54655	1	MF668283	2358	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	1	2	dsDNA viruses, no RNA stage
5412	GCA_002629585	allframes		Bacteria	inferred_taxonomically	True	110240	1	MF668284	5256	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	1	dsDNA viruses, no RNA stage
5414	GCA_002629605	allframes		Bacteria	inferred_taxonomically	True	54513	1	MF668287	2244	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5416	GCA_002629625	allframes		Bacteria	inferred_taxonomically	True	52122	1	MF668288	2324	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
5417	GCF_000905995	allframes	1525218	Bacteria	RefSeq	False	74485	1	NC_020862	7279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5418	GCA_002629645	allframes		Bacteria	inferred_taxonomically	True	46600	1	MF614627	2052	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	dsDNA viruses, no RNA stage
5419	GCF_000906015	allframes	728062	Bacteria	RefSeq	False	76802	1	NC_020849	9862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5421	GCF_000906035	allframes	38833	Eukaryota	RefSeq	False	205622	1	NC_020864	20604	0	0	0	0	2	1	0	0	1	0	2	0	0	0	0	0	0	0	2	dsDNA viruses, no RNA stage
5422	GCA_002629685	allframes		Bacteria	inferred_taxonomically	True	164241	1	MF765814	19300	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5423	GCF_000906055	allframes	32051	Bacteria	RefSeq	False	45728	1	NC_020838	4269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5424	GCA_002629705	allframes					41712	1	MF678788	5293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
5425	GCF_000906075	allframes	748148	Eukaryota		False	38987	1	NC_020840	2227	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
