#orgid	T1_M	T1_E	T1_S	T1_RM	T2_M	T2_E	T2_RM	T3_M	T3_E	T3_RM	orphanMTases	pEndo	pRM	T4	T2G	pT4	pT2G
GCA_002587045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862645	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_002587705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002587985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000862985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002588985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863505	0	0	0	0	3	1	1	0	0	0	2	0	0	0	0	0	0
GCA_002589085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000863985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002589985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590475	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GCF_000864585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864625	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
GCA_002590535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000864985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000865005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000865025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000865045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000865065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000865085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002590995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000865105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002591015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000865125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002591035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000865145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002591055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000865185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002592405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000865205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002592425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000865225	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0
GCA_002592445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000865245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002592465	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GCF_000865265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002592485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000865285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002592505	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GCF_000865305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002592525	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GCF_000865325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002592545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000865345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002592565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000865365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002592585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000865385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002592605	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GCF_000865405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002592625	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
