orgid	bp	numcontigs	numCDS	numCDS_allframes	accession	lineage
GCA_002612425	42454	1	69	1404	KX756439	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Mycobacterium phage PhancyPhin
GCA_002628725	47612	1	81	1453	MF472894	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Mycobacterium phage Majeke
GCA_002612445	52462	1	90	2118	KX758539	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage Jaan
GCA_002612465	52753	1	93	2019	KX758538	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage Kerberos
GCA_002594105	218152	1	287	23682	KJ019099	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;T4virus;unclassified T4virus;Synechococcus phage ACG-2014f
GCA_002628965	88580	1	134	9944	MF158043	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Ounavirinae;Mooglevirus;unclassified Mooglevirus;Shigella phage Sf16
GCA_002612485	46962	1	66	2297	KX712237	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Rer2virus;unclassified Rer2virus;Rhodococcus phage Partridge
GCA_002629205	45428	1	56	3697	MF668266	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;unclassified Podoviridae;Arthrobacter phage Adat
GCA_002612505	46930	1	66	2297	KX712236	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Rer2virus;unclassified Rer2virus;Rhodococcus phage Yogi
GCA_002629445	41903	1	63	1174	MF668272	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Liefievirus;unclassified Liefievirus;Mycobacterium phage Gideon
GCA_002612525	39024	1	45	3666	KX689784	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;unclassified Podoviridae;Escherichia phage JSS1
GCA_002612565	53111	1	97	2133	KX683875	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage Baehexic
GCA_002594125	216273	1	284	23476	KJ019100	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;T4virus;unclassified T4virus;Synechococcus phage ACG-2014f
GCA_002612585	52659	1	97	2238	KX683876	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage CactusRose
GCA_002612605	51371	1	88	1932	KX557234	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage Florean
GCA_002629685	164241	1	284	19300	MF765814	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;B4virus;unclassified B4virus;Bacillus phage Taffo16
GCA_002612625	52911	1	96	2308	KX685355	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage Qobbit
GCA_002629925	60030	1	93	5749	KY926791	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;P22virus;unclassified P22likevirus;Salmonella phage SE1 (in:P22virus)
GCA_002630185	4219	1	4	392	FJ483844	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Leviviridae;Allolevivirus;Escherichia virus Qbeta
GCA_002630205	4217	1	4	387	AB971354	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Leviviridae;Allolevivirus;Escherichia virus Qbeta
GCA_002612645	50657	1	92	2002	KX683423	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage BabyRay
GCA_002612665	53300	1	99	2334	KX664447	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage Phaeder
GCA_002594145	216994	1	289	23600	KJ019101	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;T4virus;unclassified T4virus;Synechococcus phage ACG-2014f
GCA_002612685	50841	1	89	1954	KX664448	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage Watson
GCA_002612705	50066	1	88	1914	KX670828	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage Todacoro
GCA_002630225	152372	1	170	18198	AP011616	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;unclassified Myoviridae;Thermus phage phiYS40
GCA_002630245	2435	1	0	303	BL5GENM	root;Viruses;unclassified bacterial viruses;Leuconostoc phage L5
GCA_002594165	224791	1	283	24442	KJ019102	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;T4virus;unclassified T4virus;Synechococcus phage ACG-2014f
GCA_002612725	149312	1	265	15578	KX664695	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;unclassified Myoviridae;Escherichia phage ESCO5
GCA_002630265	142072	1	1	18462	AB609718	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Spounavirinae;unassigned Spounavirinae;Enterococcus virus phiEC24C;Enterococcus phage phiEF24C;Enterococcus phage phiEF24C-P2
GCA_002612745	50087	1	88	1926	KX640831	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage Margo
GCA_002630285	47039	1	48	5783	HQ634152	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;Autographivirinae;unclassified Autographivirinae;Cyanophage 9515-10a;Prochlorococcus phage P-SSP6
GCA_002612775	49658	1	76	1725	KX648391	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Mycobacterium phage Tortellini
GCA_002610025	53160	1	60	2091	KT820175	root;Viruses;unclassified bacterial viruses;Ruegeria phage 45A6
GCA_002610265	22559	1	26	3053	KX119193	root;Viruses;unclassified bacterial viruses;Helicobacter phage FrB58M
GCA_002610505	28341	1	31	3725	KX119198	root;Viruses;unclassified bacterial viruses;Helicobacter phage Pt5322G
GCA_002610745	11295	1	19	1389	KX077893	root;Viruses;unclassified bacterial viruses;Streptococcus phage phiZJ20091101-2
GCA_002594185	217937	1	286	23669	KJ019103	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;T4virus;unclassified T4virus;Synechococcus phage ACG-2014f
GCA_002611065	26471	1	30	3024	KX190832	root;Viruses;unclassified bacterial viruses;Bacillus phage vB_BtS_BMBtp13
GCA_002630305	166007	1	274	20066	KM607001	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;T4virus;unclassified T4virus;Enterobacteria phage RB33
GCA_002611305	36378	1	53	4111	KX160207	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Lactococcus phage 53801
GCA_002630325	42954	1	52	1836	EU056923	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;Autographivirinae;Phikmvvirus;unclassified phiKMV-like phages;Pseudomonas phage vB_Pae-TbilisiM32;Pseudomonas phage PT5
